USER_ID,ITEM_ID,CATEGORY,STYLE,SEASON,IS_TRENDING,PURCHASE
75,101,dress,casual,spring,1,1
89,121,jacket,urban,winter,1,0
143,101,dress,casual,spring,1,0
149,119,tshirt,urban,winter,0,0
60,129,jeans,casual,spring,0,0
35,144,dress,elegant,winter,0,0
102,126,bag,casual,summer,1,0
74,102,bag,casual,spring,0,0
174,109,dress,urban,autumn,0,0
48,102,bag,casual,spring,0,0
198,128,jeans,sport,summer,1,0
37,115,tshirt,urban,autumn,0,0
44,136,jeans,casual,spring,0,0
70,146,jacket,casual,summer,0,1
108,143,jacket,urban,autumn,0,0
51,115,tshirt,urban,autumn,0,0
68,121,jacket,urban,winter,1,0
78,104,jeans,elegant,summer,1,1
117,146,jacket,casual,summer,0,0
35,108,jeans,sport,spring,0,0
144,142,tshirt,casual,winter,0,0
177,113,tshirt,urban,summer,1,1
132,126,bag,casual,summer,1,0
95,144,dress,elegant,winter,0,0
74,139,jacket,casual,spring,0,0
56,149,shoes,elegant,summer,0,1
170,142,tshirt,casual,winter,0,0
118,107,jacket,casual,autumn,0,1
54,101,dress,casual,spring,1,0
47,113,tshirt,urban,summer,1,0
119,122,jacket,sport,autumn,0,0
137,126,bag,casual,summer,1,1
9,115,tshirt,urban,autumn,0,0
125,142,tshirt,casual,winter,0,0
72,124,bag,urban,winter,1,0
37,104,jeans,elegant,summer,1,0
50,124,bag,urban,winter,1,1
89,118,dress,elegant,winter,0,0
147,136,jeans,casual,spring,0,0
69,147,jacket,casual,autumn,0,0
49,135,bag,elegant,spring,1,0
149,117,jacket,casual,autumn,0,1
150,148,jeans,sport,winter,0,0
199,132,jacket,urban,summer,1,0
11,110,jacket,sport,winter,0,0
185,125,dress,urban,summer,0,0
2,135,bag,elegant,spring,1,1
42,139,jacket,casual,spring,0,1
169,149,shoes,elegant,summer,0,0
102,142,tshirt,casual,winter,0,0
32,139,jacket,casual,spring,0,0
97,136,jeans,casual,spring,0,1
131,109,dress,urban,autumn,0,0
169,139,jacket,casual,spring,0,0
196,113,tshirt,urban,summer,1,0
5,144,dress,elegant,winter,0,1
27,132,jacket,urban,summer,1,0
50,103,jeans,sport,autumn,0,0
44,103,jeans,sport,autumn,0,0
35,134,bag,sport,winter,1,0
30,108,jeans,sport,spring,0,0
197,113,tshirt,urban,summer,1,0
31,147,jacket,casual,autumn,0,0
190,130,tshirt,casual,autumn,1,0
121,116,dress,casual,autumn,0,0
30,145,tshirt,sport,autumn,0,1
23,128,jeans,sport,summer,1,0
65,130,tshirt,casual,autumn,1,0
149,120,tshirt,elegant,autumn,1,0
32,133,jacket,sport,spring,0,0
16,112,jeans,sport,summer,0,1
142,136,jeans,casual,spring,0,0
151,150,tshirt,urban,autumn,1,0
2,127,shoes,urban,autumn,0,1
193,111,dress,urban,summer,0,1
154,104,jeans,elegant,summer,1,0
55,106,dress,casual,summer,0,0
86,137,tshirt,urban,summer,0,0
12,147,jacket,casual,autumn,0,0
173,135,bag,elegant,spring,1,0
158,124,bag,urban,winter,1,1
67,116,dress,casual,autumn,0,0
7,114,tshirt,elegant,summer,0,1
66,127,shoes,urban,autumn,0,0
130,135,bag,elegant,spring,1,1
10,125,dress,urban,summer,0,0
194,125,dress,urban,summer,0,0
95,114,tshirt,elegant,summer,0,0
65,146,jacket,casual,summer,0,1
134,125,dress,urban,summer,0,0
141,134,bag,sport,winter,1,1
96,128,jeans,sport,summer,1,0
141,131,dress,elegant,summer,0,0
60,106,dress,casual,summer,0,1
160,129,jeans,casual,spring,0,0
151,119,tshirt,urban,winter,0,0
31,105,dress,elegant,winter,0,1
130,111,dress,urban,summer,0,0
178,131,dress,elegant,summer,0,0
73,128,jeans,sport,summer,1,1
190,146,jacket,casual,summer,0,0
97,104,jeans,elegant,summer,1,0
4,139,jacket,casual,spring,0,0
124,129,jeans,casual,spring,0,0
52,136,jeans,casual,spring,0,0
63,137,tshirt,urban,summer,0,0
116,135,bag,elegant,spring,1,1
14,107,jacket,casual,autumn,0,0
86,105,dress,elegant,winter,0,1
149,138,shoes,urban,summer,0,0
79,121,jacket,urban,winter,1,1
167,105,dress,elegant,winter,0,0
65,113,tshirt,urban,summer,1,0
188,111,dress,urban,summer,0,0
191,121,jacket,urban,winter,1,0
52,148,jeans,sport,winter,0,0
82,140,jeans,casual,autumn,1,1
157,138,shoes,urban,summer,0,0
42,121,jacket,urban,winter,1,1
169,101,dress,casual,spring,1,0
130,148,jeans,sport,winter,0,0
58,140,jeans,casual,autumn,1,0
21,128,jeans,sport,summer,1,1
187,122,jacket,sport,autumn,0,0
200,149,shoes,elegant,summer,0,0
88,145,tshirt,sport,autumn,0,0
69,132,jacket,urban,summer,1,0
8,113,tshirt,urban,summer,1,0
200,123,bag,urban,summer,0,0
152,135,bag,elegant,spring,1,0
152,117,jacket,casual,autumn,0,0
139,115,tshirt,urban,autumn,0,0
135,128,jeans,sport,summer,1,0
5,130,tshirt,casual,autumn,1,0
96,108,jeans,sport,spring,0,0
153,109,dress,urban,autumn,0,0
194,115,tshirt,urban,autumn,0,0
126,104,jeans,elegant,summer,1,1
78,141,jeans,sport,winter,1,0
190,150,tshirt,urban,autumn,1,1
10,121,jacket,urban,winter,1,0
2,113,tshirt,urban,summer,1,0
181,132,jacket,urban,summer,1,1
124,134,bag,sport,winter,1,0
11,110,jacket,sport,winter,0,0
183,109,dress,urban,autumn,0,0
153,140,jeans,casual,autumn,1,0
114,122,jacket,sport,autumn,0,0
158,120,tshirt,elegant,autumn,1,1
174,149,shoes,elegant,summer,0,1
120,121,jacket,urban,winter,1,0
119,139,jacket,casual,spring,0,0
12,141,jeans,sport,winter,1,1
149,108,jeans,sport,spring,0,1
46,140,jeans,casual,autumn,1,0
86,122,jacket,sport,autumn,0,0
89,122,jacket,sport,autumn,0,0
2,129,jeans,casual,spring,0,0
180,127,shoes,urban,autumn,0,0
151,124,bag,urban,winter,1,1
44,113,tshirt,urban,summer,1,1
97,103,jeans,sport,autumn,0,0
191,119,tshirt,urban,winter,0,1
111,108,jeans,sport,spring,0,1
106,116,dress,casual,autumn,0,0
3,101,dress,casual,spring,1,0
132,140,jeans,casual,autumn,1,0
98,143,jacket,urban,autumn,0,0
10,121,jacket,urban,winter,1,0
155,102,bag,casual,spring,0,0
169,148,jeans,sport,winter,0,0
86,142,tshirt,casual,winter,0,1
90,112,jeans,sport,summer,0,0
162,120,tshirt,elegant,autumn,1,0
75,116,dress,casual,autumn,0,0
56,119,tshirt,urban,winter,0,0
101,104,jeans,elegant,summer,1,1
138,124,bag,urban,winter,1,0
154,137,tshirt,urban,summer,0,0
173,120,tshirt,elegant,autumn,1,0
17,107,jacket,casual,autumn,0,1
80,104,jeans,elegant,summer,1,1
120,124,bag,urban,winter,1,0
159,119,tshirt,urban,winter,0,0
49,146,jacket,casual,summer,0,1
76,130,tshirt,casual,autumn,1,0
58,138,shoes,urban,summer,0,1
19,148,jeans,sport,winter,0,0
173,136,jeans,casual,spring,0,1
146,149,shoes,elegant,summer,0,0
47,111,dress,urban,summer,0,0
161,117,jacket,casual,autumn,0,1
198,104,jeans,elegant,summer,1,0
143,106,dress,casual,summer,0,0
47,114,tshirt,elegant,summer,0,0
90,116,dress,casual,autumn,0,0
69,110,jacket,sport,winter,0,0
109,119,tshirt,urban,winter,0,0
170,135,bag,elegant,spring,1,0
93,137,tshirt,urban,summer,0,0
49,121,jacket,urban,winter,1,1
70,126,bag,casual,summer,1,0
4,139,jacket,casual,spring,0,0
84,124,bag,urban,winter,1,0
36,121,jacket,urban,winter,1,0
163,128,jeans,sport,summer,1,0
14,110,jacket,sport,winter,0,0
106,125,dress,urban,summer,0,0
70,144,dress,elegant,winter,0,1
107,120,tshirt,elegant,autumn,1,0
82,143,jacket,urban,autumn,0,0
161,127,shoes,urban,autumn,0,0
7,106,dress,casual,summer,0,0
143,148,jeans,sport,winter,0,0
199,121,jacket,urban,winter,1,0
128,114,tshirt,elegant,summer,0,0
57,137,tshirt,urban,summer,0,0
49,119,tshirt,urban,winter,0,1
115,125,dress,urban,summer,0,0
71,122,jacket,sport,autumn,0,1
33,117,jacket,casual,autumn,0,0
167,122,jacket,sport,autumn,0,0
177,117,jacket,casual,autumn,0,0
98,101,dress,casual,spring,1,0
74,121,jacket,urban,winter,1,1
57,102,bag,casual,spring,0,0
74,134,bag,sport,winter,1,0
167,122,jacket,sport,autumn,0,1
76,124,bag,urban,winter,1,0
59,110,jacket,sport,winter,0,0
99,149,shoes,elegant,summer,0,0
20,126,bag,casual,summer,1,0
127,104,jeans,elegant,summer,1,1
120,140,jeans,casual,autumn,1,1
79,122,jacket,sport,autumn,0,0
125,141,jeans,sport,winter,1,0
168,128,jeans,sport,summer,1,1
200,144,dress,elegant,winter,0,0
97,142,tshirt,casual,winter,0,0
180,123,bag,urban,summer,0,0
89,150,tshirt,urban,autumn,1,1
11,112,jeans,sport,summer,0,0
74,108,jeans,sport,spring,0,0
164,137,tshirt,urban,summer,0,0
85,108,jeans,sport,spring,0,0
176,146,jacket,casual,summer,0,1
104,118,dress,elegant,winter,0,0
12,102,bag,casual,spring,0,0
7,116,dress,casual,autumn,0,0
8,137,tshirt,urban,summer,0,0
160,148,jeans,sport,winter,0,0
198,146,jacket,casual,summer,0,0
19,132,jacket,urban,summer,1,1
119,116,dress,casual,autumn,0,0
129,145,tshirt,sport,autumn,0,0
102,131,dress,elegant,summer,0,0
59,127,shoes,urban,autumn,0,0
196,125,dress,urban,summer,0,0
148,134,bag,sport,winter,1,0
189,128,jeans,sport,summer,1,0
9,138,shoes,urban,summer,0,1
172,111,dress,urban,summer,0,0
194,147,jacket,casual,autumn,0,0
131,112,jeans,sport,summer,0,0
30,126,bag,casual,summer,1,1
190,133,jacket,sport,spring,0,0
163,134,bag,sport,winter,1,1
58,111,dress,urban,summer,0,0
185,123,bag,urban,summer,0,0
69,144,dress,elegant,winter,0,1
139,130,tshirt,casual,autumn,1,0
125,116,dress,casual,autumn,0,0
162,102,bag,casual,spring,0,0
148,101,dress,casual,spring,1,1
200,123,bag,urban,summer,0,0
186,125,dress,urban,summer,0,0
47,138,shoes,urban,summer,0,0
57,146,jacket,casual,summer,0,0
142,136,jeans,casual,spring,0,0
99,113,tshirt,urban,summer,1,1
115,133,jacket,sport,spring,0,0
46,138,shoes,urban,summer,0,1
142,136,jeans,casual,spring,0,0
147,130,tshirt,casual,autumn,1,0
78,120,tshirt,elegant,autumn,1,1
14,126,bag,casual,summer,1,1
102,123,bag,urban,summer,0,1
110,103,jeans,sport,autumn,0,0
170,119,tshirt,urban,winter,0,0
19,147,jacket,casual,autumn,0,0
142,138,shoes,urban,summer,0,0
142,111,dress,urban,summer,0,1
53,135,bag,elegant,spring,1,0
41,104,jeans,elegant,summer,1,0
68,128,jeans,sport,summer,1,0
110,122,jacket,sport,autumn,0,1
169,116,dress,casual,autumn,0,0
158,112,jeans,sport,summer,0,0
35,111,dress,urban,summer,0,0
20,137,tshirt,urban,summer,0,0
195,144,dress,elegant,winter,0,1
65,108,jeans,sport,spring,0,0
45,123,bag,urban,summer,0,0
76,146,jacket,casual,summer,0,0
47,115,tshirt,urban,autumn,0,0
93,122,jacket,sport,autumn,0,0
21,138,shoes,urban,summer,0,1
132,107,jacket,casual,autumn,0,1
92,128,jeans,sport,summer,1,0
67,122,jacket,sport,autumn,0,0
194,124,bag,urban,winter,1,1
1,108,jeans,sport,spring,0,0
87,138,shoes,urban,summer,0,0
145,112,jeans,sport,summer,0,1
6,126,bag,casual,summer,1,0
106,101,dress,casual,spring,1,0
185,129,jeans,casual,spring,0,0
142,135,bag,elegant,spring,1,1
176,145,tshirt,sport,autumn,0,1
